"Alue,""Sukupuoli"",""Koulutusaste"",""15 vuotta tayttaneet yhteensa 2021"",""15-24-vuotiaat 2021"",""25-44-vuotiaat 2021"",""45-64-vuotiaat 2021"",""Yli 65-vuotiaat 2021"""
"091 336 Honkasuo,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",102,1,70,24,7"
"091 336 Honkasuo,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",73,0,61,11,1"
"091 336 Honkasuo,""Naiset"",""Perusaste tai tuntematon"",35,16,9,4,6"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",31144,4050,16227,6347,4520"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",26141,3046,14442,5427,3226"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",10472,2620,4699,1937,1216"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",7593,398,4502,1567,1126"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",8076,28,5241,1923,884"
"091 301 Kallion peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",5003,1004,1785,920,1294"
"091 301 Kallion peruspiiri,""Miehet"",""Kaikki koulutusasteet"",14929,1539,8169,3410,1811"
"091 301 Kallion peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",12190,1092,6996,2800,1302"
"091 301 Kallion peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5316,968,2672,1180,496"
"091 301 Kallion peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3159,119,1954,689,397"
"091 301 Kallion peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3715,5,2370,931,409"
"091 301 Kallion peruspiiri,""Miehet"",""Perusaste tai tuntematon"",2739,447,1173,610,509"
"091 301 Kallion peruspiiri,""Naiset"",""Kaikki koulutusasteet"",16215,2511,8058,2937,2709"
"091 301 Kallion peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",13951,1954,7446,2627,1924"
"091 301 Kallion peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5156,1652,2027,757,720"
"091 301 Kallion peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",4434,279,2548,878,729"
"091 301 Kallion peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",4361,23,2871,992,475"
"091 301 Kallion peruspiiri,""Naiset"",""Perusaste tai tuntematon"",2264,557,612,310,785"
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Molemmat sukupuolet"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Miehet"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 100 Sornainen (Ent.),""Naiset"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",6603,807,3250,1336,1210"
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5411,576,2830,1144,861"
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2235,486,962,448,339"
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1641,85,917,342,297"
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1535,5,951,354,225"
"091 101 Vilhonvuori,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1192,231,420,192,349"
"091 101 Vilhonvuori,""Miehet"",""Kaikki koulutusasteet"",3274,330,1730,744,470"
"091 101 Vilhonvuori,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2641,214,1457,629,341"
"091 101 Vilhonvuori,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1152,191,552,275,134"
"091 101 Vilhonvuori,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",727,23,446,158,100"
"091 101 Vilhonvuori,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",762,0,459,196,107"
"091 101 Vilhonvuori,""Miehet"",""Perusaste tai tuntematon"",633,116,273,115,129"
"091 101 Vilhonvuori,""Naiset"",""Kaikki koulutusasteet"",3329,477,1520,592,740"
"091 101 Vilhonvuori,""Naiset"",""Tutkinnon suorittaneita yhteensa"",2770,362,1373,515,520"
"091 101 Vilhonvuori,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1083,295,410,173,205"
"091 101 Vilhonvuori,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",914,62,471,184,197"
"091 101 Vilhonvuori,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",773,5,492,158,118"
"091 101 Vilhonvuori,""Naiset"",""Perusaste tai tuntematon"",559,115,147,77,220"
"091 102 Kalasatama,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",4954,677,2503,1150,624"
"091 102 Kalasatama,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",4259,460,2266,1032,501"
"091 102 Kalasatama,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1492,384,674,290,144"
"091 102 Kalasatama,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1287,67,688,328,204"
"091 102 Kalasatama,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1480,9,904,414,153"
"091 102 Kalasatama,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",695,217,237,118,123"
"091 102 Kalasatama,""Miehet"",""Kaikki koulutusasteet"",2375,265,1299,576,235"
"091 102 Kalasatama,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2027,177,1152,504,194"
"091 102 Kalasatama,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",756,154,397,156,49"
"091 102 Kalasatama,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",555,22,322,140,71"
"091 102 Kalasatama,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",716,1,433,208,74"
"091 102 Kalasatama,""Miehet"",""Perusaste tai tuntematon"",348,88,147,72,41"
"091 102 Kalasatama,""Naiset"",""Kaikki koulutusasteet"",2579,412,1204,574,389"
"091 102 Kalasatama,""Naiset"",""Tutkinnon suorittaneita yhteensa"",2232,283,1114,528,307"
"091 102 Kalasatama,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",736,230,277,134,95"
"091 102 Kalasatama,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",732,45,366,188,133"
"091 102 Kalasatama,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",764,8,471,206,79"
"091 102 Kalasatama,""Naiset"",""Perusaste tai tuntematon"",347,129,90,46,82"
"091 103 Sompasaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2072,295,1214,418,145"
"091 103 Sompasaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1760,176,1088,374,122"
"091 103 Sompasaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",596,155,312,101,28"
"091 103 Sompasaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",488,18,310,115,45"
"091 103 Sompasaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",676,3,466,158,49"
"091 103 Sompasaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",312,119,126,44,23"
"091 103 Sompasaari,""Miehet"",""Kaikki koulutusasteet"",975,136,586,201,52"
"091 103 Sompasaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",823,90,511,177,45"
"091 103 Sompasaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",312,81,168,58,5"
"091 103 Sompasaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",199,9,120,51,19"
"091 103 Sompasaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",312,0,223,68,21"
"091 103 Sompasaari,""Miehet"",""Perusaste tai tuntematon"",152,46,75,24,7"
"091 103 Sompasaari,""Naiset"",""Kaikki koulutusasteet"",1097,159,628,217,93"
"091 103 Sompasaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",937,86,577,197,77"
"091 103 Sompasaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",284,74,144,43,23"
"091 103 Sompasaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",289,9,190,64,26"
"091 103 Sompasaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",364,3,243,90,28"
"091 103 Sompasaari,""Naiset"",""Perusaste tai tuntematon"",160,73,51,20,16"
"091 104 Hanasaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 104 Hanasaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 104 Hanasaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 104 Hanasaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 104 Hanasaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 104 Hanasaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 104 Hanasaari,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 104 Hanasaari,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 111 Siltasaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2208,228,1081,487,412"
"091 111 Siltasaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1904,162,975,441,326"
"091 111 Siltasaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",654,134,287,132,101"
"091 111 Siltasaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",569,26,324,113,106"
"091 111 Siltasaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",681,2,364,196,119"
"091 111 Siltasaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",304,66,106,46,86"
"091 111 Siltasaari,""Miehet"",""Kaikki koulutusasteet"",1023,81,526,243,173"
"091 111 Siltasaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",865,51,465,210,139"
"091 111 Siltasaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",337,43,167,76,51"
"091 111 Siltasaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",221,8,135,47,31"
"091 111 Siltasaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",307,0,163,87,57"
"091 111 Siltasaari,""Miehet"",""Perusaste tai tuntematon"",158,30,61,33,34"
"091 111 Siltasaari,""Naiset"",""Kaikki koulutusasteet"",1185,147,555,244,239"
"091 111 Siltasaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1039,111,510,231,187"
"091 111 Siltasaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",317,91,120,56,50"
"091 111 Siltasaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",348,18,189,66,75"
"091 111 Siltasaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",374,2,201,109,62"
"091 111 Siltasaari,""Naiset"",""Perusaste tai tuntematon"",146,36,45,13,52"
"091 112 Linjat,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",8814,1088,4477,1813,1436"
"091 112 Linjat,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",7224,875,3957,1457,935"
"091 112 Linjat,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3081,766,1330,584,401"
"091 112 Linjat,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2048,105,1228,399,316"
"091 112 Linjat,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2095,4,1399,474,218"
"091 112 Linjat,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1590,213,520,356,501"
"091 112 Linjat,""Miehet"",""Kaikki koulutusasteet"",4212,405,2196,1022,589"
"091 112 Linjat,""Miehet"",""Tutkinnon suorittaneita yhteensa"",3289,303,1840,769,377"
"091 112 Linjat,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1530,270,733,371,156"
"091 112 Linjat,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",838,32,514,170,122"
"091 112 Linjat,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",921,1,593,228,99"
"091 112 Linjat,""Miehet"",""Perusaste tai tuntematon"",923,102,356,253,212"
"091 112 Linjat,""Naiset"",""Kaikki koulutusasteet"",4602,683,2281,791,847"
"091 112 Linjat,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3935,572,2117,688,558"
"091 112 Linjat,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1551,496,597,213,245"
"091 112 Linjat,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1210,73,714,229,194"
"091 112 Linjat,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1174,3,806,246,119"
"091 112 Linjat,""Naiset"",""Perusaste tai tuntematon"",667,111,164,103,289"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",6493,955,3702,1143,693"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5583,797,3326,979,481"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2414,695,1134,382,203"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1560,97,1035,270,158"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1609,5,1157,327,120"
"091 113 Torkkelinmaki,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",910,158,376,164,212"
"091 113 Torkkelinmaki,""Miehet"",""Kaikki koulutusasteet"",3070,322,1832,624,292"
"091 113 Torkkelinmaki,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2545,257,1571,511,206"
"091 113 Torkkelinmaki,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1229,229,655,244,101"
"091 113 Torkkelinmaki,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",619,25,417,123,54"
"091 113 Torkkelinmaki,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",697,3,499,144,51"
"091 113 Torkkelinmaki,""Miehet"",""Perusaste tai tuntematon"",525,65,261,113,86"
"091 113 Torkkelinmaki,""Naiset"",""Kaikki koulutusasteet"",3423,633,1870,519,401"
"091 113 Torkkelinmaki,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3038,540,1755,468,275"
"091 113 Torkkelinmaki,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1185,466,479,138,102"
"091 113 Torkkelinmaki,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",941,72,618,147,104"
"091 113 Torkkelinmaki,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",912,2,658,183,69"
"091 113 Torkkelinmaki,""Naiset"",""Perusaste tai tuntematon"",385,93,115,51,126"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",11146,1549,6112,2003,1482"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",9325,1262,5439,1698,926"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",4078,1108,1848,705,417"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2736,147,1761,507,321"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2511,7,1830,486,188"
"091 302 Alppiharjun peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1821,287,673,305,556"
"091 302 Alppiharjun peruspiiri,""Miehet"",""Kaikki koulutusasteet"",5449,577,3085,1141,646"
"091 302 Alppiharjun peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",4430,453,2627,922,428"
"091 302 Alppiharjun peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2168,411,1068,469,220"
"091 302 Alppiharjun peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1183,40,787,241,115"
"091 302 Alppiharjun peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1079,2,772,212,93"
"091 302 Alppiharjun peruspiiri,""Miehet"",""Perusaste tai tuntematon"",1019,124,458,219,218"
"091 302 Alppiharjun peruspiiri,""Naiset"",""Kaikki koulutusasteet"",5697,972,3027,862,836"
"091 302 Alppiharjun peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",4895,809,2812,776,498"
"091 302 Alppiharjun peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1910,697,780,236,197"
"091 302 Alppiharjun peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1553,107,974,266,206"
"091 302 Alppiharjun peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1432,5,1058,274,95"
"091 302 Alppiharjun peruspiiri,""Naiset"",""Perusaste tai tuntematon"",802,163,215,86,338"
"091 121 Harju,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7006,1095,3748,1256,907"
"091 121 Harju,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5818,890,3311,1055,562"
"091 121 Harju,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2670,786,1190,438,256"
"091 121 Harju,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1659,101,1052,313,193"
"091 121 Harju,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1489,3,1069,304,113"
"091 121 Harju,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1188,205,437,201,345"
"091 121 Harju,""Miehet"",""Kaikki koulutusasteet"",3454,408,1941,725,380"
"091 121 Harju,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2797,320,1638,584,255"
"091 121 Harju,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1415,288,701,292,134"
"091 121 Harju,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",724,31,472,156,65"
"091 121 Harju,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",658,1,465,136,56"
"091 121 Harju,""Miehet"",""Perusaste tai tuntematon"",657,88,303,141,125"
"091 121 Harju,""Naiset"",""Kaikki koulutusasteet"",3552,687,1807,531,527"
"091 121 Harju,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3021,570,1673,471,307"
"091 121 Harju,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1255,498,489,146,122"
"091 121 Harju,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",935,70,580,157,128"
"091 121 Harju,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",831,2,604,168,57"
"091 121 Harju,""Naiset"",""Perusaste tai tuntematon"",531,117,134,60,220"
"091 122 Alppila,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",4140,454,2364,747,575"
"091 122 Alppila,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",3507,372,2128,643,364"
"091 122 Alppila,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1408,322,658,267,161"
"091 122 Alppila,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1077,46,709,194,128"
"091 122 Alppila,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1022,4,761,182,75"
"091 122 Alppila,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",633,82,236,104,211"
"091 122 Alppila,""Miehet"",""Kaikki koulutusasteet"",1995,169,1144,416,266"
"091 122 Alppila,""Miehet"",""Tutkinnon suorittaneita yhteensa"",1633,133,989,338,173"
"091 122 Alppila,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",753,123,367,177,86"
"091 122 Alppila,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",459,9,315,85,50"
"091 122 Alppila,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",421,1,307,76,37"
"091 122 Alppila,""Miehet"",""Perusaste tai tuntematon"",362,36,155,78,93"
"091 122 Alppila,""Naiset"",""Kaikki koulutusasteet"",2145,285,1220,331,309"
"091 122 Alppila,""Naiset"",""Tutkinnon suorittaneita yhteensa"",1874,239,1139,305,191"
"091 122 Alppila,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",655,199,291,90,75"
"091 122 Alppila,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",618,37,394,109,78"
"091 122 Alppila,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",601,3,454,106,38"
"091 122 Alppila,""Naiset"",""Perusaste tai tuntematon"",271,46,81,26,118"
"091 303 Vallilan peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",14973,2087,7553,3303,2030"
"091 303 Vallilan peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",12537,1491,6877,2819,1350"
"091 303 Vallilan peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5098,1282,2130,1136,550"
"091 303 Vallilan peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3681,197,2212,816,456"
"091 303 Vallilan peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3758,12,2535,867,344"
